Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,novi_first
450,"  (0, 1)	1.0",2,6,"  (0, 1)	1.0",1,1,2,no,1.0,1,0,72,70,61,0
451,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,75,65,72,1
452,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",0,0,1,no,3.0,2,0,89,77,79,0
453,"  (0, 0)	1.0",5,2,"  (0, 1)	1.0",1,1,1,no,3.0,2,0,69,63,70,0
454,"  (0, 1)	1.0",4,5,"  (0, 1)	1.0",0,1,2,yes,1.0,0,0,100,96,91,1
455,"  (0, 0)	1.0",1,4,"  (0, 0)	1.0",0,1,1,yes,2.0,2,0,65,85,83,1
456,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",0,0,1,yes,0.0,1,0,57,69,72,1
457,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,3,2,no,1.0,2,0,74,90,89,0
458,"  (0, 0)	1.0",1,0,"  (0, 0)	1.0",1,2,2,yes,2.0,1,1,66,83,81,1
461,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",2,0,1,no,2.0,0,2,58,69,73,0
462,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,0,yes,1.0,0,0,84,84,82,1
463,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",0,1,1,no,4.0,2,0,72,73,80,0
464,"  (0, 1)	1.0",4,2,"  (0, 1)	1.0",1,1,0,no,2.0,0,0,52,51,43,0
466,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",1,1,2,yes,3.0,1,1,63,54,55,1
467,"  (0, 0)	1.0",1,5,"  (0, 0)	1.0",1,1,2,yes,2.0,0,0,60,72,78,1
468,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",0,1,1,yes,1.0,0,1,77,73,75,1
469,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,1,no,3.0,1,0,75,69,58,0
470,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",0,2,1,yes,0.0,1,1,81,89,96,1
471,"  (0, 0)	1.0",5,5,"  (0, 0)	1.0",1,1,2,no,2.0,0,0,17,36,28,0
472,"  (0, 0)	1.0",5,0,"  (0, 0)	1.0",0,1,2,no,2.0,1,0,56,69,79,0
473,"  (0, 0)	1.0",0,4,"  (0, 1)	1.0",1,1,1,yes,0.0,0,0,50,55,51,1
474,"  (0, 1)	1.0",0,5,"  (0, 1)	1.0",1,1,1,yes,2.0,0,0,71,68,58,1
475,"  (0, 1)	1.0",0,2,"  (0, 1)	1.0",1,2,2,yes,3.0,1,1,80,77,68,1
476,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,2,1,yes,0.0,1,0,81,80,76,1
477,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",1,1,1,yes,1.0,0,0,72,64,63,1
478,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",0,0,2,no,3.0,0,0,68,76,74,0
479,"  (0, 1)	1.0",5,1,"  (0, 1)	1.0",1,2,2,yes,1.0,1,2,88,80,77,1
480,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",0,1,2,no,3.0,0,0,64,83,84,0
481,"  (0, 0)	1.0",4,1,"  (0, 1)	1.0",1,1,2,no,1.0,1,0,77,78,81,0
482,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,yes,2.0,0,1,69,58,61,1
483,"  (0, 0)	1.0",1,6,"  (0, 0)	1.0",1,1,2,no,1.0,0,2,43,56,58,0
484,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",1,1,1,no,3.0,0,0,67,78,75,0
485,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,2,no,3.0,1,1,47,47,43,0
487,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",1,1,1,yes,4.0,2,2,53,73,64,1
488,"  (0, 0)	1.0",0,3,"  (0, 1)	1.0",1,0,2,no,3.0,1,0,79,91,84,0
489,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",2,1,2,yes,5.0,0,1,60,61,54,1
490,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,2,no,2.0,1,2,69,74,74,0
491,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,1,1,yes,3.0,0,0,45,72,66,1
492,"  (0, 0)	1.0",1,5,"  (0, 0)	1.0",1,1,2,yes,1.0,1,2,48,70,62,1
493,"  (0, 1)	1.0",0,5,"  (0, 0)	1.0",0,2,1,yes,3.0,0,2,49,58,53,1
494,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",1,1,1,yes,3.0,0,0,67,69,71,1
495,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,3.0,2,0,85,76,70,1
496,"  (0, 0)	1.0",4,0,"  (0, 0)	1.0",1,1,2,no,1.0,0,0,69,76,72,0
497,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,2,1,yes,6.0,2,0,47,47,46,1
498,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",0,1,2,yes,4.0,1,0,43,61,66,1
499,"  (0, 0)	1.0",4,6,"  (0, 1)	1.0",1,1,1,no,3.0,1,0,64,77,75,0
501,"  (0, 1)	1.0",1,2,"  (0, 0)	1.0",1,1,2,yes,1.0,2,0,46,46,41,1
502,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,0,0,yes,4.0,1,2,49,54,48,1
503,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",1,1,2,yes,0.0,1,0,53,56,56,1
504,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",1,0,2,yes,2.0,1,0,83,81,80,1
505,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,1,2,yes,1.0,1,2,76,83,75,1
506,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",1,1,2,no,4.0,1,0,77,89,87,0
507,"  (0, 1)	1.0",5,5,"  (0, 1)	1.0",0,1,0,yes,0.0,1,0,71,68,71,1
509,"  (0, 1)	1.0",4,5,"  (0, 1)	1.0",1,1,2,yes,3.0,1,2,84,68,63,1
510,"  (0, 0)	1.0",1,0,"  (0, 0)	1.0",1,2,1,yes,2.0,0,2,62,79,73,1
511,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,0,2,yes,2.0,0,2,75,76,77,1
512,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,0,0,no,1.0,1,2,78,75,67,0
513,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",1,1,0,yes,1.0,0,0,69,67,60,1
514,"  (0, 0)	1.0",4,5,"  (0, 0)	1.0",0,1,1,no,2.0,1,1,56,65,65,0
515,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",1,1,2,yes,1.0,1,0,65,55,54,1
516,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,3,2,yes,4.0,2,0,69,62,63,1
518,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",1,2,1,yes,1.0,1,2,64,61,52,1
519,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",1,2,0,yes,1.0,1,0,60,62,56,1
520,"  (0, 0)	1.0",4,6,"  (0, 0)	1.0",1,1,1,no,4.0,1,1,97,99,96,0
521,"  (0, 0)	1.0",0,1,"  (0, 1)	1.0",1,2,2,no,1.0,1,0,73,89,85,0
522,"  (0, 1)	1.0",0,5,"  (0, 0)	1.0",1,2,2,yes,1.0,0,0,65,69,67,1
523,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",0,1,2,no,1.0,0,0,62,63,63,0
524,"  (0, 0)	1.0",2,5,"  (0, 0)	1.0",1,1,2,yes,2.0,0,0,64,72,75,1
527,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",0,2,0,yes,3.0,1,0,51,65,64,1
528,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",1,1,2,yes,6.0,1,2,75,78,74,1
529,"  (0, 1)	1.0",2,1,"  (0, 0)	1.0",1,1,0,yes,2.0,1,0,70,65,64,1
530,"  (0, 0)	1.0",0,0,"  (0, 0)	1.0",1,1,2,yes,2.0,2,0,64,77,74,1
531,"  (0, 0)	1.0",5,2,"  (0, 1)	1.0",1,1,0,yes,1.0,0,0,37,47,45,1
532,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,1,0,no,3.0,1,0,64,61,60,0
533,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",2,1,1,no,4.0,1,0,52,58,63,0
534,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,1,2,yes,1.0,0,0,99,96,100,1
535,"  (0, 0)	1.0",5,0,"  (0, 1)	1.0",0,1,0,yes,0.0,1,1,41,50,54,1
536,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,1,2,yes,3.0,0,2,67,80,77,1
537,"  (0, 1)	1.0",2,4,"  (0, 0)	1.0",0,1,1,yes,2.0,1,1,60,64,57,1
538,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,2,0,yes,3.0,0,0,46,48,44,1
539,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,no,1.0,1,0,76,64,66,0
540,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",0,1,0,no,1.0,1,2,53,61,67,0
541,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",1,2,1,yes,1.0,1,0,57,72,63,1
542,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",0,1,1,yes,1.0,1,0,48,53,54,1
543,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",2,2,0,yes,0.0,0,0,76,67,64,1
544,"  (0, 1)	1.0",1,6,"  (0, 1)	1.0",1,2,1,no,1.0,1,2,45,44,44,0
545,"  (0, 1)	1.0",4,3,"  (0, 1)	1.0",1,1,1,yes,4.0,1,1,84,69,71,1
546,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",1,1,0,yes,5.0,2,2,56,46,44,1
547,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",1,1,2,yes,0.0,0,1,74,86,85,1
548,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,1,1,no,3.0,2,0,72,74,72,0
549,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",0,1,2,yes,1.0,1,0,61,77,73,1
550,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,0,yes,3.0,0,0,73,91,89,1
552,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",0,2,1,yes,3.0,1,1,70,83,91,1
553,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",2,2,2,no,1.0,0,2,39,47,37,0
554,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,2,2,yes,3.0,0,0,80,80,73,1
555,"  (0, 1)	1.0",1,4,"  (0, 1)	1.0",0,2,1,yes,2.0,1,0,77,65,66,1
556,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",0,0,2,yes,1.0,1,1,68,75,74,1
557,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",0,1,2,yes,2.0,0,1,59,68,73,1
558,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",1,1,1,no,2.0,0,0,72,76,71,0
559,"  (0, 0)	1.0",5,4,"  (0, 0)	1.0",1,2,2,yes,2.0,1,1,77,85,84,1
560,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,1,1,yes,4.0,1,0,92,97,93,1
561,"  (0, 1)	1.0",0,1,"  (0, 1)	1.0",1,0,1,no,3.0,1,2,85,85,76,0
562,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",0,0,1,yes,0.0,1,0,71,73,71,1
563,"  (0, 0)	1.0",0,1,"  (0, 1)	1.0",0,1,1,yes,1.0,1,0,81,84,93,1
565,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",0,1,2,no,2.0,1,0,71,65,65,0
566,"  (0, 0)	1.0",0,5,"  (0, 0)	1.0",0,1,2,yes,7.0,1,1,26,44,45,1
567,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",1,1,2,yes,7.0,1,2,31,49,48,1
568,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",0,0,2,yes,3.0,0,0,83,87,87,1
569,"  (0, 0)	1.0",4,4,"  (0, 1)	1.0",1,2,2,yes,4.0,0,1,70,68,73,1
570,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",1,1,1,no,2.0,0,0,52,63,61,0
571,"  (0, 0)	1.0",1,3,"  (0, 1)	1.0",1,0,2,no,1.0,2,1,78,83,80,0
572,"  (0, 1)	1.0",2,6,"  (0, 0)	1.0",0,2,0,yes,1.0,0,0,79,86,83,1
573,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",0,2,2,no,2.0,1,0,61,58,63,0
575,"  (0, 0)	1.0",4,3,"  (0, 1)	1.0",1,0,2,no,3.0,0,0,84,96,93,0
576,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,2,yes,3.0,1,2,74,75,71,1
577,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",0,1,1,yes,0.0,0,0,84,92,99,1
578,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",0,1,2,yes,0.0,1,0,56,62,69,1
579,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,2,no,1.0,1,2,74,78,81,0
580,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",2,1,0,yes,1.0,2,0,53,58,52,1
581,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",1,2,2,no,1.0,1,2,57,63,68,0
582,"  (0, 1)	1.0",1,5,"  (0, 1)	1.0",1,2,2,yes,2.0,1,2,84,74,70,1
584,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",1,1,1,yes,2.0,1,2,89,83,75,1
585,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",0,2,2,no,1.0,0,1,71,65,68,0
586,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",0,1,0,yes,1.0,1,0,61,63,63,1
588,"  (0, 0)	1.0",3,3,"  (0, 1)	1.0",1,0,2,yes,2.0,0,0,81,86,90,1
589,"  (0, 0)	1.0",1,1,"  (0, 0)	1.0",1,1,0,yes,5.0,1,0,59,63,58,1
590,"  (0, 1)	1.0",1,1,"  (0, 1)	1.0",1,1,2,no,1.0,1,1,75,76,76,0
592,"  (0, 0)	1.0",4,2,"  (0, 1)	1.0",1,1,0,yes,0.0,0,0,81,87,84,1
594,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,1,2,no,3.0,1,0,73,70,67,0
596,"  (0, 1)	1.0",1,1,"  (0, 1)	1.0",0,1,1,yes,1.0,1,1,76,68,70,1
597,"  (0, 1)	1.0",5,4,"  (0, 1)	1.0",0,1,2,yes,0.0,0,0,72,75,80,1
598,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,1,2,no,3.0,0,0,81,100,97,0
599,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",0,1,2,yes,1.0,1,2,87,81,87,1
600,"  (0, 1)	1.0",1,2,"  (0, 0)	1.0",0,2,2,yes,3.0,0,2,47,49,43,1
601,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,1,0,yes,1.0,2,1,56,57,56,1
602,"  (0, 1)	1.0",3,2,"  (0, 0)	1.0",0,1,2,yes,7.0,1,0,73,71,76,1
604,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,1,2,no,1.0,0,0,50,56,54,0
605,"  (0, 0)	1.0",2,1,"  (0, 0)	1.0",1,1,2,yes,2.0,1,0,49,62,61,1
606,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,0,1,yes,1.0,1,0,62,62,57,1
607,"  (0, 1)	1.0",1,0,"  (0, 0)	1.0",0,0,0,yes,4.0,0,0,59,65,60,1
609,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",1,1,1,yes,1.0,0,0,63,69,66,1
610,"  (0, 0)	1.0",4,3,"  (0, 1)	1.0",2,0,1,yes,0.0,2,1,83,94,96,1
611,"  (0, 1)	1.0",3,6,"  (0, 0)	1.0",1,1,2,yes,0.0,1,0,61,60,58,1
612,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",1,2,0,yes,5.0,0,0,72,80,83,1
613,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,0,2,yes,1.0,1,1,48,59,47,1
614,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,0,1,yes,0.0,0,0,75,64,59,1
615,"  (0, 1)	1.0",0,6,"  (0, 1)	1.0",0,0,0,yes,1.0,0,0,61,58,60,1
616,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",0,2,2,yes,2.0,1,1,53,67,60,1
617,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",1,1,1,yes,3.0,2,0,55,71,65,1
619,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,0,yes,3.0,1,0,69,71,73,1
620,"  (0, 0)	1.0",4,2,"  (0, 1)	1.0",1,1,2,yes,0.0,1,1,90,98,98,1
621,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",1,1,0,no,4.0,0,1,72,65,62,0
622,"  (0, 0)	1.0",0,4,"  (0, 1)	1.0",1,0,1,yes,2.0,0,1,52,67,62,1
623,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",1,1,1,no,2.0,1,0,37,40,44,0
624,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",0,0,1,yes,1.0,1,0,99,90,97,1
625,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",1,2,1,no,3.0,1,0,55,75,64,0
626,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,2,yes,0.0,1,0,73,54,56,1
627,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",0,2,2,yes,4.0,0,0,45,49,50,1
628,"  (0, 0)	1.0",0,4,"  (0, 1)	1.0",1,1,0,yes,2.0,1,1,58,77,68,1
629,"  (0, 1)	1.0",4,0,"  (0, 1)	1.0",1,2,2,yes,4.0,0,2,82,63,60,1
630,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",0,0,0,no,3.0,1,0,68,86,90,0
631,"  (0, 1)	1.0",1,5,"  (0, 1)	1.0",0,1,0,yes,5.0,2,0,85,87,83,1
632,"  (0, 1)	1.0",2,4,"  (0, 0)	1.0",1,2,2,no,5.0,0,1,45,42,44,0
633,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",2,1,0,no,2.0,0,0,79,72,75,0
634,"  (0, 1)	1.0",0,3,"  (0, 1)	1.0",2,1,2,yes,2.0,0,0,82,83,83,1
635,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",0,1,2,yes,4.0,1,0,57,57,61,1
636,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,2,no,4.0,1,1,86,71,67,0
637,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,1,2,yes,1.0,1,2,70,76,80,1
638,"  (0, 1)	1.0",5,4,"  (0, 1)	1.0",1,1,2,yes,2.0,1,0,58,48,53,1
640,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,1,1,yes,1.0,2,0,89,72,74,1
641,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",0,0,2,yes,2.0,1,0,60,59,55,1
642,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",1,1,1,yes,0.0,2,0,48,46,55,1
643,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",0,2,1,no,1.0,1,0,72,72,79,0
644,"  (0, 1)	1.0",3,2,"  (0, 0)	1.0",1,2,2,yes,0.0,1,0,80,65,70,1
645,"  (0, 1)	1.0",0,2,"  (0, 0)	1.0",1,1,2,no,1.0,0,1,61,64,57,0
646,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",0,1,2,yes,2.0,0,0,92,92,88,1
647,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,65,71,71,1
648,"  (0, 0)	1.0",5,2,"  (0, 1)	1.0",1,0,1,no,2.0,1,0,48,65,65,0
650,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,1,yes,4.0,1,0,90,91,86,1
651,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,1,1,no,2.0,0,0,53,58,58,0
652,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,1,1,yes,1.0,1,1,87,66,69,1
653,"  (0, 1)	1.0",4,2,"  (0, 1)	1.0",0,1,2,yes,4.0,0,1,66,65,60,1
654,"  (0, 1)	1.0",2,2,"  (0, 1)	1.0",1,1,1,yes,0.0,2,1,69,57,59,1
655,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,0,1,yes,2.0,2,1,65,60,57,1
656,"  (0, 1)	1.0",4,1,"  (0, 0)	1.0",0,0,2,yes,0.0,1,2,100,100,100,1
657,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",1,1,1,no,2.0,0,1,78,72,68,0
658,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",1,1,1,yes,1.0,1,0,73,79,82,1
659,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",1,1,2,yes,1.0,0,0,34,53,51,1
660,"  (0, 1)	1.0",3,2,"  (0, 0)	1.0",0,1,0,no,2.0,1,1,71,69,73,0
662,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,1,no,3.0,0,0,38,48,52,0
663,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,2,1,no,1.0,1,2,56,69,61,0
664,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,2,1,no,2.0,1,0,79,75,71,0
665,"  (0, 1)	1.0",0,0,"  (0, 0)	1.0",1,1,2,yes,1.0,2,0,67,59,57,1
666,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",0,1,2,yes,2.0,0,0,69,63,58,1
667,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",2,1,2,yes,1.0,0,0,70,66,68,1
668,"  (0, 1)	1.0",2,2,"  (0, 1)	1.0",1,1,2,no,4.0,0,1,77,61,66,0
670,"  (0, 1)	1.0",1,5,"  (0, 1)	1.0",1,2,1,yes,0.0,0,2,77,66,58,1
671,"  (0, 0)	1.0",0,6,"  (0, 1)	1.0",0,1,1,yes,1.0,2,2,66,66,70,1
672,"  (0, 0)	1.0",1,4,"  (0, 0)	1.0",1,0,1,no,2.0,0,1,27,40,40,0
673,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,0,1,yes,1.0,1,0,72,76,79,1
674,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,2,yes,4.0,1,1,32,49,47,1
675,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,1,2,yes,2.0,1,1,50,46,44,1
677,"  (0, 0)	1.0",4,4,"  (0, 1)	1.0",1,3,1,yes,1.0,1,2,81,76,78,1
678,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,3.0,0,0,98,85,90,1
680,"  (0, 0)	1.0",2,5,"  (0, 0)	1.0",1,0,1,yes,0.0,0,2,46,56,63,1
681,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",0,1,2,yes,4.0,2,1,74,74,75,1
682,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,yes,1.0,1,1,62,58,56,1
683,"  (0, 1)	1.0",2,6,"  (0, 0)	1.0",1,2,2,yes,1.0,2,1,62,69,61,1
684,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,1,yes,2.0,1,0,56,56,51,1
685,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,1,1,yes,1.0,1,0,72,74,78,1
686,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",0,1,1,yes,1.0,1,2,80,73,71,1
687,"  (0, 0)	1.0",2,3,"  (0, 0)	1.0",1,2,1,yes,2.0,1,2,50,56,55,1
688,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,1,1,yes,4.0,2,0,98,96,93,1
689,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,1,2,yes,5.0,0,0,67,82,76,1
690,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,yes,4.0,1,1,91,92,87,1
692,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",0,1,1,yes,4.0,1,2,66,71,74,1
693,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",1,1,2,yes,1.0,2,0,88,86,69,1
694,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,0,1,yes,1.0,1,0,90,90,94,1
695,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,1,2,no,4.0,1,2,99,92,89,0
696,"  (0, 1)	1.0",0,5,"  (0, 1)	1.0",1,2,2,no,3.0,0,0,73,58,62,0
697,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",1,1,2,yes,0.0,0,0,72,78,82,1
698,"  (0, 1)	1.0",3,0,"  (0, 0)	1.0",1,2,1,yes,1.0,1,0,59,57,56,1
699,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",1,2,1,no,3.0,1,0,61,48,57,0
700,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,2,2,yes,1.0,0,1,64,74,69,1
701,"  (0, 1)	1.0",3,2,"  (0, 0)	1.0",1,1,2,no,1.0,0,0,51,40,41,0
703,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,2,1,no,1.0,1,0,44,40,42,0
704,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",0,1,2,yes,4.0,2,0,70,65,71,1
705,"  (0, 1)	1.0",1,5,"  (0, 1)	1.0",1,1,2,yes,4.0,1,1,78,65,61,1
706,"  (0, 0)	1.0",1,5,"  (0, 0)	1.0",0,1,1,yes,1.0,1,1,44,50,50,1
707,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,2,no,3.0,0,0,66,82,75,0
709,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",1,1,1,no,3.0,1,0,92,91,88,0
710,"  (0, 1)	1.0",2,1,"  (0, 0)	1.0",0,1,2,no,3.0,0,0,78,81,76,0
711,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",1,2,1,yes,1.0,1,1,54,59,56,1
712,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",0,1,2,no,5.0,0,0,53,57,60,0
713,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,2,0,no,2.0,1,0,42,55,52,0
715,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",2,1,1,yes,2.0,1,0,84,75,74,1
716,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,2,yes,2.0,0,1,61,72,62,1
718,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,0,1,no,5.0,1,0,88,86,83,0
719,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",2,2,0,no,6.0,0,0,59,63,65,0
720,"  (0, 1)	1.0",3,6,"  (0, 0)	1.0",2,1,2,yes,5.0,1,1,57,63,57,1
721,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",0,1,2,yes,2.0,1,0,61,89,85,1
722,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",0,1,2,yes,2.0,1,0,49,68,62,1
723,"  (0, 0)	1.0",2,6,"  (0, 1)	1.0",1,0,0,yes,2.0,1,0,90,90,87,1
724,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",2,0,2,yes,2.0,0,1,52,53,49,1
725,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",0,1,1,no,3.0,1,2,68,73,72,0
